viento,wind; scent,1214
lluvia,rain,1215
ejército,army,1216
trasladar,to move; transfer,1217
tren,train; convoy,1218
concluir,to conclude; finish,1219
círculo,circle; club,1220
auténtico,authentic,1221
hermoso,beautiful; lovely,1222
oponer,to oppose,1223
ventaja,advantage; benefit,1224
figurar,to appear; represent; figure (in),1225
terrible,terrible,1226
isla,island,1227
torno,en torno a: about; regarding,1228
sentado,seated,1229
amistad,friendship,1230
concentrar,to concentrate,1231
correcto,correct; suitable,1232
mañana,tomorrow,1233
cadena,chain,1234
político,politician,1235
rey,king,1236
permanente,permanent,1237
ánimo,zest; spirit; heart,1238
trato,treatment; manner; agreement,1239
ejercicio,exercise; practice,1240
organización,organization,1241
agosto,August,1242
secretario,secretary,1243
norteamericano,North American,1244
ignorar,to be unaware,1245
dedo,finger; toe; digit,1246
gasto,expense; expenditure,1247
café,coffee; café,1248
diálogo,dialogue; conversation,1249
dudar,to (have) doubt,1250
comercial,commercial; shopping,1251
discurso,lecture; discourse; talk,1252
obligado,obliged; required,1253
hermana,sister,1254
descansar,to rest,1255
caja,bank; box; safe,1256
juez,judge,1257
particular,particular; detail; individual,1258
americano,American,1259
poeta,poet,1260
sorpresa,surprise,1261
ventana,window,1262
característica,characteristic; aspect,1263
adopter,to adopt,1264
arrancar,to start (machine); uproot,1265
disfrutar,to enjoy,1266
práctico,practical; skillful,1267
suma,sum; amount; summary,1268
molestar,to bother; disturb; upset,1269
excelente,excellent,1270
volumen,volume,1271
estación,station; season,1272
atrever,to dare,1273
cultural,cultural,1274
complejo,complex; complicated,1275
argumento,argument; plot,1276
categoría,category,1277
plata,silver; money,1278
conflicto,conflict,1279
avión,plane; airplane; aircraft,1280
débil,weak,1281
ropa,clothes; clothing,1282
examen,examination; exam,1283
habitante,inhabitant,1284
acerca,about; concerning,1285
ceder,to give way; yield,1286
justicia,justice; fairness,1287
independiente,independent; self-sufficient,1288
criterio,criterion,1289
atraer,to attract,1290
convencido,convinced; persuaded,1291
plazo,deadline; installment,1292
pendiente,aware of; pending,1293
kilómetro,kilometer,1294
hospital,hospital,1295
satisfacción,satisfaction,1296
acumular,to accumulate; amass,1297
desconocido,unknown,1298
practicar,to practice,1299
gozar,to enjoy,1300
muchísimo,great many; great amount,1301
sesenta,sixty,1302
silla,chair; seat,1303
justificar,to justify; excuse,1304
tradicional,traditional,1305
soportar,to endure; stand (something),1306
juventud,youth,1307
resistir,to resist; endure,1308
aparte,apart; aside; separately,1309
triste,sad; unhappy,1310
acceso,access; entry,1311
marco,frame; mark; setting,1312
vestir,to wear; dress,1313
prensa,press,1314
excepción,exception,1315
sorprender,to surprise,1316
ausencia,absence,1317
proceder,to proceed; start,1318
condenar,to convict; condemn,1319
sombra,shade; shadow,1320
similar,similar,1321
consumir,to consume; take in,1322
sugerir,to suggest; hint at,1323
activo,active,1324
clásico,classic,1325
profundidad,depth; profundity,1326
conceder,to grant; concede,1327
reciente,recent,1328
eléctrico,electric,1329
leche,milk,1330
consideración,consideration; regard,1331
componer,to compose; be part of,1332
premio,prize; reward,1333
bello,beautiful; fine,1334
nacimiento,birth; origin,1335
invierno,winter,1336
diciembre,December,1337
brillante,brilliant; shiny; sparkling,1338
comportamiento,behavior; conduct,1339
crítica,criticism; critique,1340
femenino,feminine; female,1341
fuego,fire; gunfire,1342
tendencia,tendency; style,1343
fino,fine; delicate,1344
norma,standard; pattern; norm,1345
inferior,lower; inferior,1346
arreglar,to fix; arrange,1347
rueda,wheel,1348
puente,bridge,1349
animar,to cheer up,1350
rasgo,feature; trait,1351
positivo,positive,1352
cuento,story; tale,1353
definitivamente,definitely; finally,1354
signo,sign; mark; symbol,1355
señal,sign; mark; token,1356
apuntar,to point; note; aim,1357
campaña,campaign,1358
liberar,to free; liberate,1359
puerto,port; harbor,1360
profundamente,profoundly; deeply,1361
aventura,adventure,1362
pesado,heavy; boring; tiresome,1363
complicado,complicated; complex,1364
añadir,to add,1365
marca,mark; brand; trademark,1366
girar,to rotate; revolve,1367
ilusión,illusion; hope; dream,1368
os,you (obj-pl/+fam),1369
compra,shopping; buy; purchase,1370
inteligencia,intelligence,1371
volar,to fly,1372
loco,crazy; insane,1373
virtud,virtue; quality,1374
remedio,alternative; cure; solution,1375
delicado,delicate,1376
facilitar,to facilitate,1377
territorio,territory,1378
facultad,faculty; ability,1379
solicitar,to solicit; request,1380
fotografía,photograph,1381
techo,roof,1382
temer,to fear,1383
conducta,conduct; behavior,1384
violento,violent,1385
aquél pron,one over there (m),1386
salto,jump; hop; skip,1387
pan,bread,1388
atacar,to attack,1389
sano,healthy; wholesome,1390
pegar,to hit; stick (on),1391
juzgar,to judge,1392
limpio,clean,1393
disposición,disposal; disposition,1394
posterior,rear; backside,1395
disciplina,discipline; subject,1396
relacionado,related; regarding,1397
habitual,usual; habitual; customary,1398
personal,personnel; staff; staffing,1399
interrumpir,to interrupt,1400
columna,column; spine,1401
verdaderamente,truly,1402
fabricar,to manufacture,1403
únicamente,only,1404
nervioso,nervous; uptight,1405
indio,Indian,1406
gato,cat,1407
margen,edge; margin; border; brink,1408
material,material,1409
resistencia,resistance; opposition,1410
consciente,conscious; aware,1411
pérdida,loss,1412
tratamiento,treatment; processing,1413
entrevista,interview; meeting,1414
espectáculo,spectacle; show,1415
personalidad,personality; celebrity,1416
mayo,May,1417
confiar,to trust; confide,1418
operar,to operate,1419
representación,representation,1420
régimen,regime; diet,1421
punta,tip; point,1422
vital,vital; lively; essential,1423
alegría,joy; happiness,1424
basar,to base on; base upon,1425
igualmente,equally,1426
misión,mission; task,1427
estimar,to estimate; hold in esteem,1428
cotidiano,daily,1429
confirmar,to confirm,1430
empleo,work; job; occupation,1431
previo,previous,1432
participación,participation; involvement,1433
integrar,to integrate; fit in,1434
período,period; time,1435
busca,search; hunt,1436
superficie,surface; area,1437
aprobar,to pass (test); approve,1438
chino,Chinese,1439
pasión,passion; desire,1440
vehículo,vehicle; car,1441
inteligente,intelligent,1442
grabar,to record; engrave,1443
enero,January,1444
capítulo,chapter,1445
fracaso,failure; collapse,1446
experto,expert,1447
inquietud,restlessness; anxiety,1448
nuevamente,anew; again,1449
once,eleven,1450
listo,ready; clever; smart,1451
equivocar,to be wrong,1452
organismo,organization; organism; (human) body,1453
canción,song,1454
religión,religion,1455
correspondiente,corresponding,1456
departamento,department; apartment,1457
generalmente,generally; usually,1458
periodista,journalist,1459
seguido,in a row; successive,1460
llorar,to cry,1461
griego,Greek,1462
interpretación,interpretation; interpreting,1463
maestro,master,1464
barato,inexpensive,1465
proyectar,to project,1466
belleza,beauty,1467
universidad,university; college,1468
riqueza,riches; wealth,1469
notable,outstanding; noteworthy,1470
beber,to drink,1471
claramente,clearly,1472
rato,moment; while; time,1473
encargado,in charge of,1474
técnico,technical,1475
ciego,blind,1476
individual,individual,1477
apreciar,to appreciate,1478
experimentar,to experience; experiment,1479
justamente,just; exactly,1480
amar,to love,1481
equilibrio,balance,1482
universal,universal,1483
ah,oh,1484
fruto,fruit; result,1485
representante,representative,1486
robar,to rob; steal,1487
reír,to laugh (at),1488
literario,literary,1489
exceso,excess,1490
capa,layer; coat,1491
defecto,defect,1492
fábrica,factory; manufacture,1493
espalda,back (body),1494
mezclar,to mix,1495
género,sort; gender; genre,1496
continuo,continuous,1497
distribuir,to distribute; deliver,1498
economía,economy; economics; thriftiness,1499
apartar,to move away; separate,1500
bosque,forest,1501
reclamar,to demand; require,1502
paisaje,landscape,1503
quemar,to burn,1504
llamado,call; calling,1505
paciente,patient,1506
elevado,elevated; high; lofty,1507
obedecer,to obey,1508
tensión,tension; stress; strain,1509
establecido,established,1510
local,local,1511
satisfacer,to satisfy,1512
concebir,to conceive; understand,1513
ministro,(government) secretary; minister,1514
impulso,impulse; momentum,1515
reaccionar,to react,1516
comercio,commerce; trade,1517
naturalmente,naturally,1518
acusar,to accuse,1519
espera,wait,1520
gastar,to spend (money),1521
reserva,reservation; reserve,1522
regalar,to give (as a gift),1523
competencia,competition; contest,1524
quejar,to complain,1525
penetrar,to penetrate; come in,1526
vacío,empty; vacant,1527
aislado,isolated,1528
rendir,[se] to give in; to render,1529
observación,observation,1530
registrar,to register; record,1531
limpiar,to clean,1532
vacío,emptiness; void,1533
atribuir,to attribute,1534
cifra,figure; number; amount,1535
ocultar,to hide,1536
escala,scale; ladder; rank,1537
enterar,to find out [se],1538
procedimiento,procedure; proceedings,1539
ajustar,to adjust; tighten,1540
fórmula,formula,1541
ámbito,sphere; space,1542
informe,report,1543
dimensión,dimension; size,1544
cliente,client; customer,1545
manifestación,protest; manifestation,1546
aspirar,to aspire; want,1547
pico,y pico: and a bit; beak; peak,1548
sensibilidad,sensitivity,1549
recurrir,to resort to,1550
múltiple,multiple; many,1551
regreso,return,1552
temperatura,temperature,1553
julio,July,1554
poderoso,powerful,1555
digno,worthy,1556
bomba,bomb; explosion; pump,1557
órgano,organ,1558
inútil,useless,1559
avance,advance; progress,1560
humanidad,humanity; mankind,1561
firma,company; signature; signing,1562
soldado,soldier,1563
sólido,solid; strong,1564
firme,firm; steady,1565
extremo,extreme,1566
conforme,in agreement,1567
esencial,essential,1568
huir,to flee; run away,1569
percibir,to perceive; notice,1570
clima,climate,1571
emoción,emotion; excitement,1572
automóvil,automobile,1573
transcurrir,to occur; take place,1574
mal,evil,1575
recomendar,to recommend,1576
habilidad,ability; skill; talent,1577
identidad,identity,1578
desgracia,misfortune; bad luck,1579
corregir,to correct; rectify,1580
amarillo,yellow,1581
consultar,to consult,1582
deber,duty; obligation,1583
cola,line; queue; tail,1584
padecer,to suffer,1585
progreso,progress,1586
elaborar,to make; develop,1587
soñar,to dream,1588
muestra,proof; sample; sign,1589
acostumbrado,accustomed,1590
hábito,habit,1591
gritar,to shout,1592
artístico,artistic,1593
mecanismo,mechanism,1594
vivienda,housing; dwelling,1595
ocupado,busy; occupied,1596
área,area; zone,1597
traducir,to translate,1598
efectivamente,in fact; actually; indeed,1599
interesado,(self-) interested,1600
mezcla,mixture; blend,1601
excesivo,excessive,1602
sumar,to add up; amount to,1603
alimentar,to feed; support,1604
habitación,room; bedroom; habitat,1605
instrucción,instruction,1606
eliminar,to eliminate; exclude,1607
versión,version; account,1608
lujo,luxury,1609
intervención,intervention,1610
llegada,arrival,1611
alrededor,surrounding area; vicinity,1612
testigo,witness,1613
dominio,power; control,1614
raza,race; lineage,1615
renunciar,to give up; renounce,1616
descubrimiento,discovery,1617
vacaciones,vacation,1618
provincia,province; region,1619
saber,knowledge,1620
argentino,Argentine,1621
cómodo,comfortable; convenient,1622
acostumbrar,to be accustomed to,1623
fácilmente,easily,1624
claridad,clearness; clarity,1625
negativo,negative; pessimistic,1626
revisar,to check; revise; inspect,1627
carecer,to be without,1628
científico,scientific,1629
arena,sand,1630
postura,posture; position; attitude,1631
salón,hall; room,1632
escenario,stage; setting; scene,1633
armado,armed,1634
largo,a lo largo: throughout; length,1635
prometer,to promise,1636
contento,happy; content,1637
hotel,hotel,1638
oficio,job; occupation; function,1639
descender,to descend,1640
cubierto,covered,1641
fila,line; row; file,1642
patrón,employer; landlord; patron saint,1643
pecho,chest; breast,1644
tienda,shop; store; tent,1645
típico,typical,1646
protección,protection,1647
funcionario,civil servant,1648
reproducir,to reproduce; repeat,1649
constar,to consist of; comprise,1650
crítico,critical,1651
transporte,transportation; transport,1652
red,network; net; system,1653
caída,fall; drop; falling,1654
castellano,Castilian; Spanish,1655
asociar,to associate with,1656
desconocer,to not know; not recognize,1657
valle,valley,1658
fallar,to fail; miss,1659
vuelo,flight,1660
vecino,nearby; neighboring,1661
sexo,sex,1662
iniciativa,initiative,1663
increíble,incredible; unbelievable,1664
concentración,concentration; gathering,1665
grito,cry; shout; scream,1666
esencia,essence,1667
cocina,kitchen,1668
mental,mental,1669
reflejo,reflection,1670
definición,definition,1671
preocupado,worried; concerned,1672
perdonar,to forgive; excuse,1673
obstante,no + obstante: nevertheless,1674
abogado,lawyer,1675
agradecer,to thank for,1676
admirar,to admire,1677
sesión,session; meeting,1678
íntimo,close; intimate,1679
reloj,clock; watch,1680
estrecho,narrow,1681
muchacho,boy,1682
octubre,October,1683
exposición,exhibition; display,1684
ingreso,entrance; admission; income,1685
revelar,to reveal; disclose,1686
dibujo,drawing; sketch,1687
frecuente,frequent,1688
inevitable,inevitable; unavoidable,1689
hueso,bone,1690
ligero,light (in weight); slight,1691
militar,soldier; military person,1692
motor,engine; motor,1693
oposición,opposition,1694
patio,courtyard; playground; yard,1695
fruta,fruit,1696
ideal,ideal; goal,1697
izquierdo,left (opposite of right),1698
ti,you (obj prep-sg/+fam),1699
actor,actor,1700
confusión,confusion,1701
bonito,pretty; nice,1702
agregar,to add; gather,1703
corriente,current; common,1704
traje,suit; dress; costume,1705
exigencia,requirement; demand,1706
víctima,victim; casualty,1707
playa,beach; seaside,1708
trabajador,worker; laborer,1709
primario,primary,1710
hierro,iron,1711
ideal,ideal,1712
completar,to complete,1713
tela,cloth; fabric,1714
ancho,wide,1715
producción,production,1716
febrero,February,1717
símbolo,symbol,1718
agradable,nice; pleasant,1719
medicina,medicine,1720
combatir,to fight against,1721
búsqueda,search,1722
colectivo,collective; joint,1723
tranquilidad,tranquility; peace,1724
espejo,mirror; reflection,1725
secreto,secret,1726
comprensión,understanding,1727
incapaz,incapable,1728
cerebro,brain,1729
satisfecho,satisfied,1730
reducido,reduced; limited,1731
tiro,throw; shot,1732
aportar,to provide; contribute,1733
derivar,to derive; come (from),1734
abuelo,grandfather,1735
prohibir,to prohibit; forbid,1736
proporcionar,to supply,1737
maravilloso,wonderful; marvelous,1738
saludar,to greet; say hello,1739
relacionar,to relate,1740
declaración,declaration; statement,1741
relativo,relative,1742
sujeto,subject; individual,1743
investigar,to investigate,1744
ubicar,to find; locate,1745
enseñanza,teaching; instruction,1746
musical,musical,1747
permiso,permission; permit,1748
evolución,evolution; development,1749
tío,uncle; guy,1750
moral,morals; ethics,1751
redondo,round,1752
modificar,to modify,1753
sujeto,fastened; subject to,1754
parque,park,1755
ingeniero,engineer,1756
lavar,to wash,1757
borde,edge,1758
invadir,to invade; overcome,1759
entusiasmo,enthusiasm,1760
evidentemente,evidently; obviously,1761
independencia,independence,1762
mentira,lie,1763
exclusivamente,exclusively,1764
sueldo,salary; pay,1765
desplazar,to replace; move; shift,1766
comparación,comparison,1767
setenta,seventy,1768
romano,Roman,1769
sagrado,sacred,1770
seno,breast; bosom; cavity,1771
adelantar,to move forward,1772
canto,singing; chant,1773
potencia,power; potential,1774
examinar,to examine; inspect,1775
oficial,official; officer,1776
fortuna,fortune; fate,1777
crimen,crime; murder,1778
suave,soft; gentle; mild,1779
opuesto,opposite; contrary,1780
sustituir,to substitute; replace,1781
ciudadano,citizen,1782
implicar,to implicate; imply,1783
baño,bathroom; bath; swim,1784
sabio,wise; learned,1785
ingresar,to join; deposit; admit,1786
respirar,to breathe,1787
caliente,hot; warm; spirited,1788
reconocimiento,recognition; acknowledgment,1789
sexual,sexual,1790
respectivo,respective,1791
situado,situated; located,1792
crédito,credit; reputation,1793
alternativa,alternative,1794
rodeado,surrounded,1795
esconder,to hide; conceal,1796
canal,channel; canal,1797
suficientemente,enough,1798
agente,agent,1799
pago,payment,1800
filosofía,philosophy,1801
alterar,to alter; modify,1802
lector,reader; lecturer,1803
emitir,to emit; give (off),1804
magnífico,magnificent; splendid,1805
triunfo,triumph; victory,1806
inclinar,to bow; tilt; incline,1807
campesino,rural,1808
sábado,Saturday,1809
amiga,friend,1810
carretera,highway; road,1811
desprender,to detach; release; remove,1812
efectivo,effective,1813
victoria,victory; triumph,1814
circular,to circulate; go around; flow,1815
pelear,to fight; struggle,1816
pájaro,bird,1817
biblioteca,library,1818
reflexión,reflection,1819
aplicado,applied,1820
aconsejar,to advise; counsel,1821
vocación,vocation; calling,1822
casado,married,1823
continente,continent,1824
severo,severe,1825
tabla,chart; board; table; plank,1826
justo,fair; just,1827
ensayo,essay; rehearsal,1828
plato,plate; dish,1829
jardín,garden,1830
imaginación,imagination; fantasy,1831
precioso,beautiful; precious,1832
probable,probable,1833
poesía,poetry; poem,1834
guardia,guard; watch; lookout,1835
privilegio,privilege,1836
monte,mountain,1837
conmigo,with me,1838
arrojar,to throw; fling,1839
precisión,precision,1840
sacrificio,sacrifice,1841
criticar,to criticize,1842
hundir,to sink; submerge,1843
hilo,thread; yarn; wire,1844
entendido,understood,1845
aparentemente,apparently,1846
aparición,appearance; apparition,1847
poema,poem,1848
avanzado,advanced,1849
curiosidad,curiosity; quaintness,1850
afuera,outside,1851
diente,tooth; cog,1852
primo,cousin,1853
encerrar,to shut (in),1854
latino,Latin,1855
apariencia,appearance; aspect,1856
novedad,latest news; newness,1857
espiritual,spiritual,1858
limitado,limited,1859
castigo,punishment; penalty,1860
constantemente,constantly,1861
denominar,to call; name,1862
vestido,dressed,1863
carro,car; cart,1864
eterno,eternal,1865
aumento,increase; rise,1866
pobreza,poverty; lack; scarcity,1867
impulsar,to push; promote; drive,1868
caro,expensive; difficult; dear,1869
empujar,to push; shove,1870
dólar,dollar,1871
inicial,initial,1872
local,place; quarters,1873
dictar,to dictate; announce,1874
dulce,sweet,1875
chocar,to crash into; collide with,1876
industria,industry; factory,1877
caballero,gentleman; knight,1878
especialista,specialist,1879
temporada,season; period; time,1880
divino,divine,1881
humor,mood; humor,1882
borrar,to erase,1883
nación,nation,1884
felicidad,happiness,1885
amante,lover,1886
alejado,remote; distant; aloof,1887
aguantar,to endure; put up with,1888
coger,to hold; take; catch,1889
cálculo,calculation; calculus,1890
composición,composition; make-up; essay,1891
rapidez,speed; velocity,1892
huevo,egg,1893
elemental,elemental; basic,1894
crecimiento,growth; increase,1895
clave,key,1896
golpear,to hit; strike,1897
tragedia,tragedy,1898
colección,collection,1899
chica,girl; female,1900
prestigio,prestige,1901
ascender,to ascend; be promoted,1902
sección,section; cut,1903
complicar,to complicate; make difficult,1904
anciano,elderly; aged,1905
fiel,faithful; loyal,1906
roto,broken; torn,1907
bolsa,bag; purse; stock exchange,1908
cinta,tape; ribbon; film; strip,1909
engañar,to trick; deceive,1910
elegante,elegant; smart; stylish,1911
agotar,to exhaust; wear out; run out,1912
cuello,neck; collar,1913
continuación,continuation; follow-up,1914
abril,April,1915
precisar,to do exactly; specify,1916
actuación,performance; acting,1917
factor,factor; cause; influence,1918
esquina,corner,1919
hombro,shoulder,1920
infancia,infancy; childhood,1921
suspender,to suspend; hang; fail,1922
descanso,rest; interval; break,1923
ampliar,to enlarge; increase; expand,1924
zapato,shoe,1925
parecer,opinion; looks,1926
familiar,relative,1927
mérito,worth; merit,1928
cultivar,to cultivate; produce,1929
oportuno,opportune; timely,1930
explotar,to explode; exploit,1931
significativo,significant; meaningful,1932
despedir,to say goodbye (to); dismiss,1933
suelto,loose,1934
muro,(outer) wall; rampart,1935
colaborar,to collaborate; work together,1936
menudo,a menudo: often,1937
invertir,to invest,1938
montón,lot of; heap; pile,1939
revolucionario,revolutionary,1940
disco,disc; disk; record,1941
indispensable,indispensable; essential,1942
demanda,petition; request; demand,1943
mundial,worldwide,1944
mueble,(piece of) furniture,1945
desastre,disaster,1946
oriental,eastern; oriental,1947
regular,regular,1948
angustia,anguish; distress,1949
provenir,to come from; be from,1950
forzar,to force,1951
doméstico,domestic,1952
nube,cloud,1953
criar,to bring up; rear,1954
miseria,misery; wretchedness,1955
personalmente,personally,1956
peor,worse; worst,1957
significado,meaning,1958
fama,reputation; fame,1959
palacio,palace,1960
oído,hearing; ear,1961
conveniente,convenient,1962
polvo,dust; powder,1963
confesar,to confess; admit,1964
mecánico,mechanical,1965
sacerdote,priest,1966
lentamente,slowly,1967
eficaz,effective,1968
lección,lesson,1969
rosa,rose,1970
nocturno,nocturnal; evening,1971
posiblemente,possibly,1972
doblar,to bend; turn,1973
disminuir,to decrease; diminish,1974
averiguar,to investigate; find out,1975
sospechar,to suspect; suppose,1976
pasear,to go for a walk; ride,1977
olor,smell; odor; fragrance,1978
radical,radical,1979
decidido,determined; resolute,1980
contrato,contract; agreement,1981
presentación,presentation; introduction,1982
cárcel,jail; prison,1983
división,division,1984
revés,al revés: backwards; upside down; ,1985
sucio,dirty; filthy; underhanded,1986
depositar,to deposit; place; store,1987
captar,to capture; attract,1988
cualidad,quality; attribute,1989
empeñar,[se] to insist on,1990
sobrevivir,to survive; outlive,1991
índice,index; forefinger,1992
salvaje,wild; savage; uncultivated,1993
marzo,March,1994
atmósfera,atmosphere; environment,1995
planeta,planet,1996
industrial,industrial,1997
orgullo,pride,1998
jornada,(working) day; shift,1999
desnudo,nude; naked,2000
querido,dear; beloved,2001
absurdo,absurd,2002
dramático,dramatic,2003
palo,stick; pole,2004
diseño,design,2005
liberal,liberal,2006
lógica,logic,2007
herencia,inheritance; legacy,2008
legal,legal,2009
artificial,artificial,2010
deporte,sport,2011
reina,queen,2012
bandera,flag,2013
influir,to (have) influence,2014
maravilla,wonder; marvel,2015
modesto,modest; humble,2016
banda,(musical) band; sash,2017
cristal,glass; crystal; window,2018
objetivo,objective; impartial,2019
anécdota,anecdote,2020
universitario,university,2021
sensible,sensitive; sentient,2022
leyenda,legend,2023
muerto,dead person,2024
azúcar,sugar,2025
multiplicar,to multiply,2026
inclinación,slope; incline; tendency,2027
formal,formal; polite,2028
doler,to hurt,2029
primitivo,primitive,2030
oculto,hidden; occult,2031
rostro,face; countenance,2032
separación,separation,2033
eco,echo; response,2034
definido,definite,2035
favorecer,to favor; help,2036
cita,appointment; date; quotation,2037
actualidad,present (time),2038
externo,external; outward,2039
escoger,to choose,2040
colgar,to hang (up),2041
fantasía,fantasy; fancy,2042
promesa,promise,2043
pata,leg; paw,2044
llover,to rain,2045
foto,photo; picture,2046
administración,administration,2047
absorber,to absorb; soak up,2048
civilización,civilization,2049
organizado,organized,2050
ocupación,occupation; use,2051
mero,mere,2052
asiento,seat; chair,2053
compuesto,composite; mixed,2054
imitar,to imitate; copy; mimic,2055
solitario,solitary; lonely,2056
pista,clue; track; trace,2057
testimonio,testimony; evidence,2058
regalo,gift; present,2059
educar,to educate,2060
comprometer,to compromise,2061
aproximar,to come near; closer,2062
bailar,to dance,2063
inspirar,to inspire; inhale,2064
contradicción,contradiction,2065
agarrar,to grasp; catch,2066
metal,metal,2067
aceite,oil,2068
prolongar,to extend; prolong,2069
código,code,2070
estricto,strict; rigorous,2071
doloroso,painful,2072
unión,union,2073
extensión,extension; area; expanse,2074
duro,duro (money),2075
adentro,inside,2076
idéntico,identical,2077
previsto,foreseen; planned,2078
adaptar,to adapt,2079
varón,male; man,2080
situar,to situate; place; locate,2081
característico,characteristic,2082
evidencia,evidence; certainty,2083
dignidad,dignity,2084
escándalo,scandal,2085
colega,colleague,2086
horario,schedule; timetable,2087
orilla,shore; edge,2088
curar,to cure,2089
copia,copy,2090
huella,trace; track; footstep,2091
desempeñar,to carry out; fulfill,2092
ejemplar,copy; issue,2093
extraer,to extract; take out,2094
cura,priest (m); cure (f),2095
apagar,to turn off; extinguish,2096
prever,to foresee; anticipate; forecast,2097
garantía,guarantee; warranty,2098
vaso,(drinking) glass; vase,2099
perfil,profile; outline,2100
proporción,proportion,2101
expulsar,to expel; throw out,2102
ceremonia,ceremony,2103
vidrio,glass; pane,2104
ruta,route,2105
anuncio,advertisement; announcement,2106
trece,thirteen,2107
soledad,loneliness; solitude,2108
tesis,thesis; exposition,2109
rincón,corner; nook,2110
nariz,nose,2111
ochenta,eighty,2112
bolsillo,pocket,2113
exhibir,to exhibit; show off,2114
asociación,association,2115
fresco,cool; healthy; fresh,2116
mando,command; authority,2117
sabor,taste; flavor; sensation,2118
década,decade,2119
preparación,preparation; training,2120
tapar,to cover; wrap,2121
acceder,to consent; agree; accede,2122
atractivo,attractive,2123
afecto,affection; fondness,2124
encender,to turn on,2125
protesta,objection; protest,2126
patria,native land; fatherland,2127
consumo,consumption,2128
católico,Catholic,2129
selva,forest; jungle,2130
deuda,debt,2131
horizonte,horizon,2132
disparar,to shoot (at),2133
masculino,masculine; manly; male,2134
talento,talent; skill,2135
gas,gas,2136
té,tea,2137
gloria,glory; fame,2138
cansado,tired; tiresome,2139
noviembre,November,2140
candidato,candidate,2141
llave,key; faucet; wrench,2142
inconveniente,inconvenience; drawback,2143
afán,eagerness; zeal; effort,2144
atar,to tie (up),2145
etcétera,etcetera,2146
comisión,commission; committee,2147
desesperado,desperate; hopeless,2148
generar,to generate,2149
posesión,possession,2150
dama,lady; dame,2151
onda,wave; ripple,2152
botella,bottle; flask,2153
torre,tower,2154
abarcar,to encompass; comprise,2155
combinación,combination,2156
cadáver,corpse; body,2157
paquete,package; packet,2158
apellido,last name,2159
caído,fallen,2160
japonés,Japanese,2161
brindar,to offer,2162
conferencia,conference; lecture,2163
espontáneo,spontaneous,2164
propuesta,proposal; proposition,2165
intensidad,intensity; force,2166
explosión,explosion,2167
urbano,urban; city; urbane,2168
odio,hatred,2169
valioso,valuable; precious,2170
universo,universe,2171
agudo,sharp; acute,2172
milagro,miracle,2173
entrega,delivery,2174
repente,de + repente: suddenly,2175
solucionar,to solve; settle,2176
mapa,map,2177
héroe,hero,2178
lunes,monday,2179
tráfico,traffic; trade,2180
terror,terror; horror,2181
casualidad,chance; coincidence,2182
tonto,stupid; dumb,2183
risa,laugh; chuckle,2184
cuerda,cord; rope,2185
consulta,consultation; advice,2186
edición,edition; publication,2187
acomodar,to be/make comfortable,2188
rayo,ray; beam; lightning,2189
cuadrado,square,2190
tía,aunt,2191
adulto,adult; grown-up,2192
voto,vote,2193
calma,calm; lull,2194
sorprendente,surprising; astonishing,2195
favorable,favorable; suitable,2196
oferta,offer; bid; supply,2197
vergüenza,embarrassment,2198
ave,bird,2199
rodilla,knee,2200
paseo,walk; ride,2201
variar,to change; vary,2202
culpable,guilty,2203
normalmente,normally,2204
secundario,secondary,2205
registro,register; record,2206
infinito,infinite,2207
válido,valid,2208
gordo,fat; thick,2209
pintor,painter,2210
delito,crime; offense,2211
vestido,dress,2212
relato,tale; story,2213
baile,dance; ball,2214
misterio,mystery,2215
otorgar,to give; grant; award,2216
ciclo,cycle,2217
principalmente,principally; mainly,2218
cesar,to cease; stop,2219
síntoma,symptom,2220
amenaza,threat,2221
acá,here; around here,2222
recorrido,journey; itinerary; route,2223
concepción,conception,2224
tristeza,sadness,2225
vaca,cow,2226
criatura,creature; child,2227
creencia,belief,2228
desagradable,unpleasant,2229
núcleo,nucleus; core,2230
amenazar,to threaten,2231
perdón,forgiveness; pardon,2232
madrugada,dawn; daybreak,2233
agresivo,aggressive,2234
obrero,worker; laborer,2235
parado,stopped; standing,2236
callar,to be/make quiet,2237
cariño,love; affection,2238
vigilar,to watch over; guard,2239
ángel,angel,2240
rigor,harshness; rigor,2241
orientar,guide; show the way,2242
contraste,contrast,2243
turno,turn; shift; en turno a: around,2244
exclusivo,exclusive,2245
portar,to behave [se]; carry,2246
reino,kingdom; reign,2247
aproximadamente,approximately,2248
prohibido,prohibited,2249
funcionamiento,functioning; operation,2250
auto,auto; car,2251
ala,wing; flank,2252
debate,debate,2253
grueso,thick,2254
aplicación,application,2255
laboratorio,laboratory,2256
urgente,urgent,2257
vendedor,salesperson,2258
copa,cup; glass; top (tree),2259
avisar,to inform; announce,2260
renovar,to renew; renovate,2261
tratado,treaty; treatise,2262
democrático,democratic,2263
soltar,to release; loosen; let out,2264
abordar,to board; get in/on,2265
castigar,to punish,2266
rechazo,rejection; refusal,2267
totalidad,whole; totality,2268
fracasar,to fail; to be unsuccessful,2269
catorce,fourteen,2270
calificar,to grade; rate; qualify,2271
juntar,to bring together,2272
papá,dad,2273
necesariamente,necessarily,2274
considerable,considerable,2275
cero,zero; naught; nil,2276
ejecutar,to execute; carry out,2277
mamá,mom,2278
vela,candle; sail; vigil,2279
protestar,to protest; object,2280
